contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,dte,spot
SPY260123C00674000,2025-12-31 17:49:49+00:00,674.0,16.61,14.72,15.06,0.0,0.0,5.0,27,0.15461050476074223,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00675000,2026-01-02 19:24:11+00:00,675.0,14.3,13.98,14.18,0.32000065,2.288989,94.0,1063,0.15046015563964849,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00676000,2026-01-02 19:47:26+00:00,676.0,13.57,13.15,13.51,-2.0900002,-13.346106,32.0,268,0.14963618927001954,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00677000,2025-12-31 21:12:16+00:00,677.0,12.69,12.41,12.76,0.0,0.0,18.0,175,0.14722532470703126,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00678000,2026-01-02 18:17:02+00:00,678.0,10.43,11.76,11.97,-1.5999994,-13.300079,34.0,201,0.14399049377441403,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00679000,2026-01-02 20:07:29+00:00,679.0,11.1,11.05,11.27,-0.029999733,-0.2695394,43.0,551,0.1419763537597656,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00680000,2026-01-02 21:04:23+00:00,680.0,10.49,10.41,10.54,-0.06000042,-0.56872433,245.0,672,0.1392603164672852,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00681000,2026-01-02 21:10:17+00:00,681.0,9.88,9.7,9.96,-1.0599995,-9.68921,60.0,267,0.1386499710083008,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00682000,2026-01-02 21:09:13+00:00,682.0,9.2,9.09,9.18,-0.05000019,-0.5405426,399.0,227,0.13462169097900395,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00683000,2026-01-02 21:01:21+00:00,683.0,8.56,8.49,8.53,-0.049999237,-0.58071125,679.0,579,0.13236341278076175,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00684000,2026-01-02 21:14:10+00:00,684.0,7.88,7.88,7.92,-0.01999998,-0.2531643,440.0,854,0.13044082458496092,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00685000,2026-01-02 21:06:07+00:00,685.0,7.28,7.28,7.32,-0.099999905,-1.3550122,3828.0,1325,0.12836565002441402,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00686000,2026-01-02 21:13:49+00:00,686.0,6.7,6.71,6.75,-0.10000038,-1.4705938,575.0,483,0.12647357910156248,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00687000,2026-01-02 20:59:53+00:00,687.0,6.14,6.17,6.2,-0.03999996,-0.6472486,641.0,802,0.12455099090576172,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00688000,2026-01-02 21:13:59+00:00,688.0,5.62,5.64,5.68,-0.03000021,-0.5309772,729.0,793,0.12275047180175781,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00689000,2026-01-02 20:52:08+00:00,689.0,4.88,5.14,5.18,-0.38999987,-7.4003773,269.0,798,0.1209194354248047,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00690000,2026-01-02 21:11:33+00:00,690.0,4.67,4.67,4.7,-0.1500001,-3.112035,2281.0,2187,0.11902736450195311,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00691000,2026-01-02 21:02:22+00:00,691.0,4.29,4.23,4.26,-0.119999886,-2.721086,264.0,1207,0.11744046630859376,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00692000,2026-01-02 21:02:22+00:00,692.0,3.86,3.81,3.84,-0.00999999,-0.2583977,486.0,1047,0.11579253356933594,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00693000,2026-01-02 20:51:40+00:00,693.0,3.22,3.42,3.45,-0.26,-7.4712644,689.0,403,0.11423615264892578,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00694000,2026-01-02 21:10:17+00:00,694.0,3.08,3.05,3.08,-0.11000013,-3.4482799,507.0,420,0.11261873718261718,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00695000,2026-01-02 21:14:28+00:00,695.0,2.71,2.71,2.74,-0.13999987,-4.9122763,3104.0,843,0.11112339080810546,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00696000,2026-01-02 21:01:45+00:00,696.0,2.4,2.4,2.43,-0.099999905,-3.9999962,308.0,644,0.10975011352539063,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00697000,2026-01-02 20:30:31+00:00,697.0,2.01,2.12,2.14,-0.22000003,-9.865472,418.0,576,0.10834631896972656,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00698000,2026-01-02 20:44:54+00:00,698.0,1.68,1.86,1.88,-0.34000003,-16.831686,708.0,1952,0.10706459350585937,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00699000,2026-01-02 20:16:56+00:00,699.0,1.6,1.62,1.65,-0.18999994,-10.614522,193.0,1289,0.10596597167968749,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00700000,2026-01-02 21:09:17+00:00,700.0,1.4,1.41,1.43,-0.18000007,-11.392408,1634.0,2942,0.1046842462158203,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00701000,2026-01-02 20:49:54+00:00,701.0,1.14,1.22,1.24,-0.24000001,-17.391304,240.0,1605,0.10358562438964843,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00702000,2026-01-02 21:13:30+00:00,702.0,1.03,1.05,1.07,-0.20000005,-16.260166,360.0,2538,0.10254803710937499,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00703000,2026-01-02 21:11:19+00:00,703.0,0.89,0.9,0.92,-0.110000014,-11.000002,165.0,1079,0.10163251892089843,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00704000,2026-01-02 21:13:30+00:00,704.0,0.77,0.77,0.79,-0.16000003,-17.204304,240.0,1361,0.10083906982421875,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00705000,2026-01-02 20:58:55+00:00,705.0,0.6,0.65,0.67,-0.14999998,-19.999998,3678.0,2264,0.09986251708984376,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00706000,2026-01-02 21:11:46+00:00,706.0,0.54,0.55,0.57,-0.120000005,-18.181818,1091.0,617,0.0991301025390625,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00707000,2026-01-02 20:58:29+00:00,707.0,0.43,0.47,0.48,-0.15999997,-27.118639,82.0,950,0.09827561889648437,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00708000,2026-01-02 20:59:40+00:00,708.0,0.4,0.4,0.41,-0.099999994,-19.999998,240.0,1525,0.09790941162109376,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00709000,2026-01-02 20:42:41+00:00,709.0,0.31,0.33,0.35,-0.13999999,-31.111109,90.0,1726,0.0976652734375,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00710000,2026-01-02 21:06:52+00:00,710.0,0.28,0.28,0.3,-0.099999994,-26.315788,1099.0,4560,0.09754320434570313,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00711000,2026-01-02 19:40:13+00:00,711.0,0.27,0.24,0.25,-0.07999998,-22.857138,30.0,290,0.09693285888671876,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00712000,2026-01-02 20:13:55+00:00,712.0,0.21,0.2,0.22,-0.13000001,-38.2353,26.0,115,0.09742113525390625,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00713000,2026-01-02 17:36:52+00:00,713.0,0.19,0.17,0.19,-0.19999999,-51.282047,7.0,39,0.09754320434570313,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00714000,2026-01-02 18:48:56+00:00,714.0,0.17,0.15,0.16,-0.17,-50.0,34.0,109,0.09742113525390625,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00715000,2026-01-02 21:07:31+00:00,715.0,0.14,0.13,0.14,-0.060000002,-30.000002,520.0,5362,0.09790941162109376,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00716000,2026-01-02 20:42:20+00:00,716.0,0.12,0.11,0.12,-0.15,-55.555557,11.0,50,0.09790941162109376,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00717000,2025-12-31 15:22:01+00:00,717.0,0.26,0.1,0.11,0.0,0.0,1.0,384,0.0991301025390625,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00719000,2026-01-02 14:57:56+00:00,719.0,0.15,0.08,0.09,-0.08,-34.782608,1.0,327,0.1010832080078125,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00720000,2026-01-02 20:46:54+00:00,720.0,0.08,0.08,0.09,-0.049999997,-38.461536,368.0,3682,0.10328045166015623,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00725000,2026-01-02 17:32:05+00:00,725.0,0.07,0.05,0.06,-0.049999997,-41.666664,156.0,844,0.1088956298828125,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00730000,2026-01-02 20:01:32+00:00,730.0,0.04,0.04,0.05,-0.030000001,-42.857143,29.0,436,0.117196328125,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00735000,2026-01-02 15:42:38+00:00,735.0,0.04,0.03,0.04,-0.010000002,-20.000004,3.0,134,0.1245204736328125,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00740000,2025-12-31 15:23:25+00:00,740.0,0.05,0.03,0.04,0.0,0.0,3.0,94,0.13477427734375003,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00745000,2025-12-31 15:22:58+00:00,745.0,0.05,0.02,0.03,0.0,0.0,10.0,46,0.139657041015625,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00750000,2026-01-02 16:50:26+00:00,750.0,0.02,0.02,0.03,-0.01,-33.333336,6.0,2994,0.149422568359375,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00755000,2025-12-31 16:35:04+00:00,755.0,0.03,0.02,0.03,0.0,0.0,14.0,70,0.159188095703125,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00760000,2026-01-02 15:06:17+00:00,760.0,0.03,0.02,0.03,0.0,0.0,3.0,383,0.16797707031250003,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00765000,2026-01-02 14:35:34+00:00,765.0,0.03,0.01,0.02,0.0,0.0,25.0,120,0.17090672851562502,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00770000,2025-12-31 16:32:01+00:00,770.0,0.03,0.01,0.02,0.0,0.0,3.0,133,0.179695703125,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00775000,2025-12-18 14:43:17+00:00,775.0,0.03,0.01,0.02,0.0,0.0,34.0,34,0.188484677734375,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00780000,2025-12-30 15:03:31+00:00,780.0,0.03,0.01,0.02,0.0,0.0,10.0,205,0.19727365234375,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00785000,2025-12-31 16:32:01+00:00,785.0,0.01,0.01,0.02,0.0,0.0,4.0,27,0.20508607421874997,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00790000,2025-12-18 15:21:48+00:00,790.0,0.02,0.01,0.02,0.0,0.0,1.0,25,0.2148516015625,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00795000,2026-01-02 14:58:48+00:00,795.0,0.01,0.01,0.02,-0.01,-50.0,4.0,15,0.22266402343749997,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00800000,2025-12-31 15:10:20+00:00,800.0,0.02,0.01,0.02,0.0,0.0,2.0,215,0.2304764453125,False,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260130C00415000,2025-12-22 15:19:13+00:00,415.0,268.06,268.33,271.11,-3.8200073,-1.4050343,10.0,2,0.9660647924804688,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00420000,2025-12-18 14:52:08+00:00,420.0,257.27,263.34,266.12,0.0,0.0,1.0,2,0.9467778759765625,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00425000,2025-12-24 14:53:41+00:00,425.0,265.47,258.36,261.14,0.0,0.0,,1,0.9285895812988281,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00435000,2025-10-10 19:12:24+00:00,435.0,227.0,239.15,238.71,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00450000,2025-12-26 16:58:50+00:00,450.0,242.04,233.45,236.25,0.0,0.0,2.0,50,0.8398453515625,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00455000,2025-11-14 21:13:39+00:00,455.0,220.98,228.46,231.25,0.0,0.0,2.0,0,0.8210467114257811,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00460000,2025-11-14 21:13:38+00:00,460.0,216.07,223.48,226.27,0.0,0.0,2.0,79,0.8038349694824218,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00465000,2025-12-05 18:13:44+00:00,465.0,223.11,218.51,221.28,0.0,0.0,2.0,2,0.7866232275390624,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00470000,2025-12-18 20:44:37+00:00,470.0,209.03,213.53,216.31,0.0,0.0,1.0,36,0.7698997619628907,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00475000,2025-12-18 20:49:17+00:00,475.0,204.09,208.55,211.33,0.0,0.0,2.0,3,0.752932158203125,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00480000,2025-12-29 16:23:19+00:00,480.0,209.08,203.57,206.35,0.0,0.0,10.0,17,0.7359645544433593,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00485000,2025-11-14 17:51:08+00:00,485.0,192.77,198.59,201.36,0.0,0.0,2.0,1,0.7187528125,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00490000,2025-11-14 18:29:15+00:00,490.0,187.15,193.61,196.39,0.0,0.0,2.0,14,0.7022734851074219,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00495000,2025-12-15 15:52:30+00:00,495.0,188.33,188.63,191.41,0.0,0.0,21.0,18,0.68555001953125,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00500000,2025-12-29 16:24:33+00:00,500.0,189.35,184.73,185.29,0.0,0.0,10.0,460,0.6668734484863283,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00505000,2025-12-29 17:50:39+00:00,505.0,185.41,179.62,180.28,0.0,0.0,2.0,131,0.6449010119628906,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00510000,2025-12-18 20:47:43+00:00,510.0,169.59,173.68,176.49,0.0,0.0,3.0,30,0.6362341064453125,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00515000,2025-12-29 16:39:20+00:00,515.0,174.25,168.71,171.51,0.0,0.0,1.0,4,0.6201209863281252,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00520000,2025-12-29 14:47:00+00:00,520.0,170.24,163.74,166.53,0.0,0.0,2.0,36,0.6040078662109377,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00525000,2025-12-24 14:50:01+00:00,525.0,165.96,159.83,160.4,0.0,0.0,5.0,597,0.5852092260742188,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00530000,2025-12-29 17:46:16+00:00,530.0,158.86,154.73,155.43,0.0,0.0,2.0,196,0.5656781713867188,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00535000,2025-12-11 15:46:54+00:00,535.0,153.07,148.8,151.61,0.0,0.0,4.0,7,0.5556074713134767,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00540000,2025-12-29 16:53:11+00:00,540.0,149.36,143.84,146.62,0.0,0.0,3.0,5,0.5396774548339844,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00545000,2025-11-26 16:24:03+00:00,545.0,139.5,139.86,140.53,0.0,0.0,1.0,183,0.520390538330078,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00550000,2025-12-30 19:39:45+00:00,550.0,140.06,134.88,135.5,0.0,0.0,1.0,1063,0.503056727294922,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00555000,2026-01-02 18:31:29+00:00,555.0,127.95,128.91,131.72,-7.3399963,-5.42538,3.0,12,0.5535933312988282,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00560000,2025-12-29 18:10:34+00:00,560.0,129.42,124.94,125.6,0.0,0.0,9.0,379,0.4885305053710938,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00565000,2025-12-31 18:34:08+00:00,565.0,124.04,118.98,121.77,0.0,0.0,1.0,17,0.5182543292236328,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00570000,2025-12-19 16:19:56+00:00,570.0,113.54,114.02,116.79,0.0,0.0,4.0,31,0.5004322418212892,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00572000,2025-12-22 20:44:28+00:00,572.0,116.22,112.02,114.82,0.0,0.0,3.0,9,0.49408464904785165,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00573000,2025-12-29 17:12:14+00:00,573.0,116.57,111.03,113.8,0.0,0.0,2.0,15,0.48969016174316415,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00574000,2025-12-23 15:57:57+00:00,574.0,115.5,110.05,112.83,0.0,0.0,2.0,18,0.4870046417236329,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00575000,2025-12-26 17:14:54+00:00,575.0,117.33,110.02,110.66,0.0,0.0,2.0,301,0.43897045410156255,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00576000,2025-12-19 16:20:43+00:00,576.0,107.5,108.06,110.84,0.0,0.0,1.0,8,0.47998566894531247,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00577000,2025-12-22 15:07:30+00:00,577.0,109.97,107.06,109.86,0.0,0.0,2.0,2,0.4769339416503906,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00578000,2025-12-30 20:19:06+00:00,578.0,111.79,106.08,108.86,0.0,0.0,1.0,18,0.473210834350586,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00579000,2025-12-26 17:25:41+00:00,579.0,113.25,105.09,107.84,0.0,0.0,1.0,0,0.4688163470458985,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00580000,2025-12-31 16:55:55+00:00,580.0,107.52,105.11,105.7,0.0,0.0,22.0,381,0.4232235412597656,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00581000,2025-08-15 16:12:46+00:00,581.0,80.65,93.02,95.97,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00582000,2025-11-24 17:41:57+00:00,582.0,93.7,102.1,104.89,0.0,0.0,1.0,6,0.45941702697753906,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00584000,2025-12-31 14:30:28+00:00,584.0,105.6,100.13,102.91,0.0,0.0,1.0,1,0.45264219238281256,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00585000,2025-12-29 15:03:25+00:00,585.0,105.22,99.14,101.92,0.0,0.0,2.0,53,0.4492852923583984,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00586000,2025-12-31 18:12:29+00:00,586.0,101.33,98.14,100.92,0.0,0.0,1.0,3,0.44556218505859374,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00587000,2025-12-29 18:44:57+00:00,587.0,103.32,97.15,99.95,0.0,0.0,2.0,13,0.4428156304931641,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00588000,2025-12-29 18:44:57+00:00,588.0,102.27,96.15,98.95,0.0,0.0,2.0,7,0.4390925231933594,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00589000,2025-12-11 14:54:06+00:00,589.0,97.21,95.17,97.93,0.0,0.0,7.0,2,0.4347590704345704,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00590000,2026-01-02 17:16:19+00:00,590.0,95.56,94.17,96.96,0.36999512,0.38869116,6.0,55,0.43201251586914063,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00591000,2025-11-21 16:26:47+00:00,591.0,74.82,93.19,95.97,0.0,0.0,48.0,24,0.4285945812988281,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00592000,2025-09-05 13:53:50+00:00,592.0,74.98,88.86,91.98,0.0,0.0,3.0,0,0.2985909985351562,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00593000,2025-12-19 17:22:11+00:00,593.0,91.23,91.2,93.99,0.0,0.0,2.0,3,0.4218197467041016,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00594000,2025-12-18 14:43:19+00:00,594.0,85.12,91.29,91.86,0.0,0.0,2.0,182,0.38056039367675776,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00595000,2025-12-22 20:09:46+00:00,595.0,89.62,89.23,91.99,-3.8499985,-4.118967,1.0,35,0.4143735321044921,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00596000,2025-12-26 19:42:28+00:00,596.0,97.14,88.23,91.03,0.0,0.0,3.0,5,0.4118711157226562,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00597000,2025-11-14 18:02:57+00:00,597.0,85.08,87.24,90.04,0.0,0.0,1.0,3,0.40845318115234375,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00598000,2025-12-29 14:44:08+00:00,598.0,93.23,86.26,89.02,0.0,0.0,1.0,4,0.4041197283935547,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00599000,2025-12-17 17:17:51+00:00,599.0,78.29,85.27,88.06,0.0,0.0,1.0,8,0.40161731201171874,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00600000,2026-01-02 17:59:15+00:00,600.0,83.32,85.31,85.89,-3.6800003,-4.229885,1.0,328,0.3606020971679687,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00601000,2025-12-29 17:21:38+00:00,601.0,88.87,83.3,86.08,0.0,0.0,1.0,6,0.3947204083251954,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00602000,2025-12-26 15:01:17+00:00,602.0,91.65,82.31,85.1,0.0,0.0,1.0,9,0.39160764648437496,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00603000,2025-12-30 21:01:27+00:00,603.0,86.79,81.32,84.1,0.0,0.0,4.0,61,0.3878235046386719,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00604000,2025-12-18 18:59:58+00:00,604.0,77.2,80.34,83.12,0.0,0.0,1.0,30,0.3846497082519531,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00605000,2025-12-31 19:25:06+00:00,605.0,79.83,80.32,80.99,-3.0599976,-3.6916368,1.0,152,0.3463810479736328,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00606000,2025-11-21 18:32:53+00:00,606.0,64.89,78.35,81.14,0.0,0.0,2.0,5,0.3777528045654296,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00607000,2025-11-24 17:41:57+00:00,607.0,70.76,77.38,80.16,0.0,0.0,1.0,4,0.3745790081787109,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00608000,2025-12-30 15:25:58+00:00,608.0,81.85,76.38,79.19,0.0,0.0,2.0,20,0.37164934997558596,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00609000,2025-12-03 17:18:49+00:00,609.0,79.35,75.41,78.21,0.0,0.0,11.0,79,0.3684145190429688,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00610000,2026-01-02 16:55:38+00:00,610.0,73.03,75.42,76.06,-4.6100006,-5.937662,3.0,101,0.33100034240722653,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00611000,2025-12-30 20:44:26+00:00,611.0,79.49,73.44,76.23,0.0,0.0,1.0,57,0.3614565808105469,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00612000,2025-12-16 15:22:21+00:00,612.0,70.02,72.45,75.23,0.0,0.0,4.0,31,0.35767243896484374,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00613000,2025-11-28 18:08:11+00:00,613.0,76.15,71.47,74.24,0.0,0.0,2.0,2,0.35419346984863276,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00614000,2026-01-02 15:13:22+00:00,614.0,73.2,70.49,73.27,7.329994,11.127971,50.0,73,0.35120277709960934,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00615000,2025-12-31 15:44:49+00:00,615.0,68.94,70.5,71.12,-4.1800003,-5.7166305,1.0,433,0.31500929138183587,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00616000,2025-12-18 17:24:28+00:00,616.0,62.86,68.52,71.31,0.0,0.0,8.0,15,0.34467208068847655,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00617000,2025-12-18 14:44:06+00:00,617.0,63.04,67.54,70.33,0.0,0.0,4.0,68,0.341376215209961,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00618000,2025-12-16 15:18:25+00:00,618.0,64.59,66.56,69.35,0.0,0.0,4.0,9,0.3380803497314453,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00619000,2025-12-17 19:53:24+00:00,619.0,58.34,65.59,68.37,0.0,0.0,8.0,21,0.3347844842529296,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00620000,2026-01-02 17:30:38+00:00,620.0,63.99,65.55,66.25,-3.920002,-5.7723484,44.0,443,0.3009103112792969,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00621000,2026-01-02 17:28:41+00:00,621.0,62.4,63.62,66.43,3.0,5.050505,1.0,11,0.3286199951171874,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00622000,2025-12-18 14:44:07+00:00,622.0,58.34,62.65,65.42,0.0,0.0,2.0,45,0.3245306805419921,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00623000,2025-11-21 20:58:53+00:00,623.0,49.63,61.68,64.48,0.0,0.0,45.0,24,0.32221136779785153,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00624000,2025-12-30 17:18:07+00:00,624.0,66.55,60.7,63.49,0.0,0.0,1.0,24,0.3185798123168945,True,REGULAR,USD,2026-01-30,26,683.1699829101562
SPY260130C00625000,2026-01-02 19:48:40+00:00,625.0,61.17,60.68,61.34,-2.6400032,-4.1372876,1.0,303,0.28528546752929684,True,REGULAR,USD,2026-01-30,26,683.1699829101562
